year,raw_var_name,position,label,value_labels,missing_values
2013,ACTTIMESTWO,,C12.6 How many times per week or per month did you take part in this activity during the past month?,,
2013,ACTHRSTWO,,"C12.7 And when you took part in this activity, for how many minutes or hours did you usually keep at it?",,
2013,ACTSTRENGTHX,,"C12.8 During the past month, how many times per week or per month did you do physical activities or exercises specifically designed to strengthen your muscles?",,
2013,EXWORKA2,,"OR107.1 When you are at work, which of the following best describes what you do? Would you say ... (INTERVIEWER NOTE:  If respondent has multiple jobs, include all jobs.) (READ LIST)",1 - Mostly sitting; 2 - Mostly standing; 3 - Mostly walking; 4 - Mostly heavy labor or physically demanding work; 7a - (DO NOT READ) Don't know / Not Sure; 9a - (DO NOT READ) Refused,
2013,PADAYS,,OR122.1. Please think about the overall amount of exercise and physical activity you got last week.  On how many days did you get 30 or more minutes?  Include all exercise and physical activity from your regular job duties and from your t,,
2013,maxvo2_,,Int PA variable maxvo2,,
2013,fc60_,,Int PA variable fc60,,
2013,actint1_,,Int PA variable activity intensity 1,,
2013,actint2_,,Int PA variable activity intensity 2,,
2013,padur1_,,Int PA variable activity duration 1,,
2013,padur2_,,Int PA variable activity duration 2,,
2013,pafreq1_,,Int PA variable activity frequency 1,,
2013,pafreq2_,,Int PA variable activity frequency 2,,
2013,minact1,,Int PA variable minutes per week activity 1,,
2013,minact2,,Int PA variable minutes per week activity 2,,
2013,strfreq_,,Int PA variable strength frequency per week,,
2013,pamiss_,,Int PA variable for missing PA data,0 - Not missing physical activity data; 1 - Missing physical activity data; 9 - DK/NS/Ref,
2013,pamin1_,,Int PA variable minutes * intensity per week 1,,
2013,pamin2_,,Int PA variable minutes * intensity per week 2,,
2013,pamin_,,Int PA variable minutes * intensity per week total,,
2013,pavigm1_,,Int PA variable vigorous minutes 1,,
2013,pavigm2_,,Int PA variable vigorous minutes 2,,
2013,pavigmn_,,Int PA variable vigorous minutes total,,
2013,paindex,,Calc: Meets aeorobic physical activity recommendations- 150 moderate or 75 vigorous mins,1 - Meets aerobic recommendation; 2 - Does not meet aerobic recommendation; 9.00a - DK/NS/Ref/Sysmis,
2013,pastrng,,Calc: Meets muscle strengthening recommendation,1 - Meets strengthening recommendation; 2 - Does not meet strengthening recommendation; 9.00a - DK/NS/Ref/Sysmis,
2013,parec,,Calc: Meets aerobic and/or strengthening recommendations,1 - Meets both recommendations; 2 - Meets aerobic recommendation only; 3 - Meets strengthening recommendation only; 4 - Meets neither recommendation; 9.00a - DK/NS/Ref/Sysmis,
2013,pastaer,,Calc: Meets aerobic and strengthening recommendations,1 - Meets both recommendations; 2 - Does not meet both recommendations; 9.00a - DK/NS/Ref/Sysmis,
2013,CHHIPRES,,"C5.1. Have you EVER been told by a doctor, nurse, or other health professional that you have high blood pressure? READ ONLY IF NECESSARY: By 'other health professional' we mean a nurse practitioner, a physician's assistant, o","1 - Yes; 2 - Yes, but female told only during pregnancy; 3 - No; 4 - Told borderline high or pre-hypertensive; 7 - Don't know/Not sure; 9 - Refused",
2013,CHTKEMED,,C5.2. Are you currently taking medicine for your high blood pressure?,1 - Yes; 2 - No; 7 - Don't know/Not sure; 9 - Refused,
2013,FREQPOP2,,"OR102.1. In the past 30 days, about how often do you drink regular soda or pop that contains sugar? Do NOT include diet soda or diet pop. (Times per day)",,
2013,FREQSSB2,,"OR102.2. In the past 30 days, other than sodas, how often do you drink a can, bottle or glass of a sugar-sweetened beverage, such as Snapple, Gatorade, Red Bull, or a mocha? Do not include diet or sugar-free drinks. (Times per day)",,
2013,LIMITSSB,,OR102.3. Are you currently trying to reduce or limit the amount of soda or other sugar-sweetened beverages that you drink? Please do not include diet or sugar-free sodas and other beverages. (DO NOT READ),1 - Yes; 2 - No; 7a - Don't know/Not sure; 9a - Refused,
2013,frsoda,,"Recode of OR102.1 freqpop2:  Times per day drinks a can, bottle or glass of sugar-sweetened soda",99.00a - Don't know/Not sure/Refused,
2013,frssb,,"Recode of OR102.2. freqpop2:  How often drinks a can, bottle or glass of sugar-sweetened beverage, other than soda",99.00a - Don't know/Not sure/Refused,
2013,SALTADER,,"OR44.1. Now I would like to ask you some questions about sodium intake. Most sodium is consumed in the form of sodium chloride, which is salt. Has a doctor or other health professional ever advised you to reduce salt intake? (DO NOT READ)",1 - Yes; 2 - No; 7a - Don't know/Not sure; 9a - Refused,
2013,SALTADLT,,"OR44.2. At your last visit to your doctor or other health professional, were you advised to reduce salt intake? (DO NOT READ)",1 - Yes; 2 - No; 7a - Don't know/Not sure; 9a - Refused,
2013,SALTLRX,,OR44.3. Are you now cutting down on salt intake? (DO NOT READ),1 - Yes; 2 - No; 7 - Don't know/Not sure; 9 - Refused,
2013,EATAWAY2,,"OR45.1. In the past 30 days, how often do you eat meals prepared away from home, such as a meal at a restaurant, carry-out, or from a grocery deli? (Times per day)",,
2013,WEIGHTCH,,OR49.1. How much did you weigh a year ago?,,
2013,WEIGHTINT,,OR49.2. Was the change between your current weight and your weight a year ago intentional?,1 - Yes; 2 - No; 7 - Don't know/Not sure; 9 - Refused,
2013,WEIGHTPERCEP,,"OR49.3. Thinking about your current weight, do you think you are underweight, about the right weight or overweight?",1 - Underweight; 2 - About the right weight; 3 - Overweight; 7 - Don't know/Not sure; 9 - Refused,
2013,LOSEWT,,OR49.4. Are you now trying to lose weight?,1 - Yes; 2 - No; 7 - Don't know/Not sure; 9 - Refused,
2013,KEEPWT,,"OR49.5. Are you now trying to maintain your current weight, that is, to keep from gaining weight?",1 - Yes; 2 - No; 7 - Don't know/Not sure; 9 - Refused,
2013,EATLESS,,"OR49.6. Are you eating either fewer calories or less fat [Q515]##? IF YES, PROBE FOR WHETHER FEWER CALORIES OR LESS FAT","1 - Yes, fewer calories; 2 - Yes, less fat; 3 - Yes, fewer calories and less fat; 4 - No; 7 - (DO NOT READ) Don't know/Not sure; 9 - Refused",
2013,EXWT,,OR49.7. Are you using physical activity or exercise [Q515]##?,1 - Yes; 2 - No; 7 - Don't know/Not sure; 9 - Refused,
2013,FREQJUICEX,,"C11.1 During the past month, how many times per day, week, or month did you drink 100% PURE fruit juice?",,
2013,FREQFRUITX,,"C11.2 During the past month, not counting juice, how many times per day, week, or month did you did you eat fruit?",,
2013,FREQBEANSX,,"C11.3 During the past month, how many times per day, week, or month did you did you eat cooked or canned beans, such as refried beans, baked, black, garbanzo beans, beans in soup, soybeans, tofu, or lentils?",,
2013,FREQGREENSX,,"C11.4 During the past month, not counting juice, how many times per day, week, or month did you did you eat dark green vegetables?",,
2013,FREQORANGEX,,"C11.5 During the past month, not counting juice, how many times per day, week, or month did you did you eatorange colored vegetables including sweet potatoes, winter squash or carrots?",,
2013,FREQVEGSX,,"C11.6 During the past month, not counting juice, how many times per day, week, or month did you did you eat OTHER vegetables?",,
2013,orfrjuice,,Recode of C11.1. freqjuicex: Fruit juice servings per day,99.00a - Don't know/Not sure/Refused,
2013,orfrfruit,,Recode of C11.2. freqfruitx: Fruit servings per day,99.00a - Don't know/Not sure/Refused,
2013,orfrbeans,,Recode of C11.3. freqbeansx: Cooked or canned bean servings per day,99.00a - Don't know/Not sure/Refused,
2013,orfrgreens,,Recode of C11.4. freqgreensx: Dark-green vegetable servings per day,99.00a - Don't know/Not sure/Refused,
2013,orfrorange,,Recode of C11.5. freqorangex: Orange-colored vegetable servings per day,99.00a - Don't know/Not sure/Refused,
2013,orfrvegs,,Recode of C11.6. FREQVEGS: Other types of vegetable servings per day,99.00a - Don't know/Not sure/Refused,
2013,orfrtserv,,Oregon variables: Sum of fruit and vegetable servings per day,999.00a - Don't know/Not sure/Refused to ALL six Fruit and Vegetables questions,
2013,orfrtindex,,Oregon variables: Fruit and vegetable servings index -  Meets FDA nutrional requirements of 5 or more servings of fruits and vegetables per day.,1 - Consume < one serving per day or never; 2 - Consume 1 to less than 3 servings per day; 3 - Consume 3 to less than 5 servings per day; 4 - Consume 5 or more servings per day; 9.00a - Don't know/Not sure/Refused to ALL six fruit and vegetables questions,
2013,orfrtsrv5,,Oregon variables: Less than 5 fruit and vegetable servings per day and more than 5 fruit and vegetable servings per day.,1 - Less than 5 per day or never; 2 - 5 or more times per day; 9.00a - Don't know/Not sure/Refused to ALL six fruits and vegetables questions,
2013,FV5DAYS,,OR120.1. How many days last week did you eat five or more servings of fruits and vegetables?,,
2013,PAHARM,,OR87.1. Would you say that getting less than 30 minutes of physical activity a day is ... (READ LIST),1 - Very harmful to one's health; 2 - Somewhat harmful to one's health; 3 - Not very harmful to one's health; 4 - Not harmful at all to one's health; 7a - (DO NOT READ) Don't know/Not sure; 9a - (DO NOT READ) Refused,
2013,FIVEHARM,,OR87.2. Would you say that eating fewer than five servings of fruits and vegetables a day is ... (READ LIST),1 - Very harmful to one's health; 2 - Somewhat harmful to one's health; 3 - Not very harmful to one's health; 4 - Not harmful at all to one's health; 7a - (DO NOT READ) Don't know/Not sure; 9a - (DO NOT READ) Refused,
2013,OBESEHARM,,"OR87.3. Would you say that being obese is  ... (INTERVIEWER NOTE: if someone asks what we mean by 'obese,' say: 'It is whatever obese means to you.') (READ LIST)",1 - Very harmful to one's health; 2 - Somewhat harmful to one's health; 3 - Not very harmful to one's health; 4 - Not harmful at all to one's health; 7a - (DO NOT READ) Don't know/Not sure; 9a - (DO NOT READ) Refused,
2013,SODAHARM,,"OR87.4. This next question is about sodas sweetened with sugar, not diet sodas. Would you say that drinking one or more cans of sugar-sweetened soda a day is ...",1 - Very harmful to one's health; 2 - Somewhat harmful to one's health; 3 - Not very harmful to one's health; 4 - Not harmful at all to one's health; 7a - (DO NOT READ) Don't know/Not sure; 9a - (DO NOT READ) Refused,
2013,SMOKE100,,C9.1. Have you smoked at least 100 cigarettes in your entire life?,1 - Yes; 2 - No; 7a - Don't know / Not sure; 9a - Refused,
2013,SMOKE,,"C9.2. Do you now smoke cigarettes every day, some days, or not at all?",1 - Every day; 2 - Some days; 3 - Not at all; 7a - Don't know / Not sure; 9a - Refused,
2013,SMKQTYN,,"C9.3. During the past 12 months, have you stopped smoking for one day or longer because you were trying to quit smoking?",1 - Yes; 2 - No; 7a - Don't know / Not sure; 9a - Refused,
2013,SMKLASTPUFFX,,"C9.4. How long has it been since the last time you smoked a cigarette, even one or two puffs?",1 - Within the past month (less than 1 month ago); 2 - Within the past 3 months (1 month but less than 3 months ago; 3 - Within the past 6 months (3 months but less than 6 months ag; 4 - Within the past year (6 months but less than 1 year ago); 5 - Within the past 5 years (1 year but less than 5 years ago); 6 - Within the past 10 years (5 years but less than 10 years ago; 7 - 10 years or more; 8 - Never smoked regularly; 77a - Don't know / Not sure; 99a - Refused,
2013,CHEW,,"C9.5. Do you currently use chewing tobacco, snuff or snus every day, some days, or not at all?",1 - Every day; 2 - Some days; 3 - Not at all; 7 - Don't know / Not sure; 9 - Refused,
2013,rfsmok2,,Risk factor: Respondents that reported having smoked at least 100 cigarettes in their lifetime and currently smoke - CDC,1 - Not At Risk; 2 - At Risk; 9a - Don't Know/Not Sure/Refused/Missing,
2013,smoker2,,,1 - Current Smoker (every day); 2 - Current Smoker (some days); 3 - Former Smoker; 4 - Never Smoked; 9.0a - Don't Know/Not Sure/Refused/Missing,
2013,SFIRSTX,,OR20.1 How soon after you wake up in the morning do you usually smoke your first cigarette?,1 - Within the first 5 minutes; 2 - 6 to 30 minutes; 3 - 31 to 60 minutes; 4 - More than 60 minutes; 7a - (DO NOT READ) Don't know/Not Sure; 9a - (DO NOT READ) Refused,
2013,SMQ1YEAR,,"OR20.2. In your lifetime, have you ever quit smoking for one year or more?",1 - Yes; 2 - No; 7a - Don't know/Not sure; 9a - Refused,
2013,QUITCON,,OR20.3. Are you seriously considering stopping smoking within the next 6 months?,1 - Yes; 2 - No; 7a - Don't know/Not sure; 9a - Refused,
2013,QUIT30,,OR20.4. Are you planning to stop within the next 30 days?,1 - Yes; 2 - No; 7a - Don't know/Not sure; 9a - Refused,
2013,SMQTLIKE2,,OR20.5. Would you like to quit smoking?,1 - Yes; 2 - No; 7a - Don't know/Not sure; 9a - Refused,
2013,OPCARTONX,,"OR25.1. The last time you bought cigarettes, did you purchase them by the carton, by the pack, or did you buy loose tobacco to roll your own?",1 - Carton; 2 - Pack; 3 - Loose tobacco; 4 - Other (Specify); 7a - Don't remember; 9a - Refused,
2013,OPCARTONXO,,Enter OR25.1. Other Here:,,
2013,OPWHEREP,,"OR25.2. Do you usually buy cigarettes inside Oregon, outside Oregon, or using the Internet or a mail-order source?",1 - Inside Oregon; 2 - Outside Oregon; 3 - Using the Internet or a mail-order source; 7a - Don't know/Not sure; 9a - Refused,
2013,OPSTORE,,OR25.3 In what type of store do you usually buy cigarettes?,"11 - Convenience stores/gas stations; 12 - Supermarkets; 13 - Liquor or drug stores (pharmacies); 14 - Tobacco discount stores; 15 - Other discount stores, such as Wal-Mart; 16 - Indian reservations; 17 - Military commissaries; 18 - Other type of store (Specify); 77a - (DO NOT READ) Don't know/not sure; 99a - (DO NOT READ) Refused",
2013,OPSTOREO,,Enter OR25.3. Other Here:,,
2013,OPINTMO,,"OR25.4. In the past year, have you bought cigarettes over the Internet, or using a mail-order source?",1 - Yes; 2 - No; 7a - Don't know; 9a - Refused,
2013,opintmo3,,"Includes in a new, recoded variable, a third category for those who bought cigarettes over the Internet or used a mail-order source",0 - Usually buy by Internet or mail-order source; 1 - Yes; 2 - No; 9.00a - Missing,
2013,SMOKENUM,,"OR26.1. Earlier you said that you smoke cigarettes every day. On the average, about how many cigarettes a day do you now smoke? INTERVIEWER NOTE: 1 pack = 20 cigarettes INTERVIEWER NOTE: If respondent says a number higher than 75, please verify and record",,
2013,SMOKEDAY,,"OR26.2. Earlier you said that you smoke cigarettes some days, but not every day.  On how many of the past 30 days did you smoke cigarettes? INTERVIEWER NOTE: Answer should be 30 or less. INTERVIEWER NOTE: IF RESPONDENT SAYS '0', PLEASE VERIFY, BUT RECORD A",,
2013,SMKENUMA,,"OR26.3. On the average, when you smoked during the past 30 days, about how many cigarettes did you smoke a day? INTERVIEWER NOTE: 1 pack = 20 cigarettes (DO NOT READ) 77 = Don't know/Not sure (DO NOT READ) 99 = Refused",,
2013,smknuma2,,Recode of smkenuma which asks some-day smokers how many cigarettes per day were smoked during the past 30 days,1 - 1-5 cigarettes; 2 - 6-10 cigarettes; 3 - 11-15 cigarettes; 4 - 16-20 cigarettes; 5 - 21+ cigarettes; 7 - Don't know/Not sure; 9 - Refused,
2013,smknuma3,,Recode of smokenu2 smknuma2 which asks seperately asked every-day and some-day smokers how many cigarettes per day were smoked during the past 30 days,1 - 1-5 cigarettes; 2 - 6-10 cigarettes; 3 - 11-15 cigarettes; 4 - 16-20 cigarettes; 5 - 21+ cigarettes; 7 - Don't know/Not sure; 9 - Refused,
2013,smokenu2,,Recode of smokenum which asks every-day smokers how many cigarettes per average day are smoked,1 - 1-5 cigarettes; 2 - 6-10 cigarettes; 3 - 11-15 cigarettes; 4 - 16-20 cigarettes; 5 - 21+ cigarettes; 7 - Don't know/Not sure; 9 - Refused,
2013,SINITIATE,,OR27.1. At what age did you first smoke part or all of a cigarette?,,
2013,SSTARTS2X,,OR27.2. At what age did you start smoking regularly? (DO NOT READ) 75 = 75 or older (DO NOT READ) 77 = Don't know/Not sure (DO NOT READ) 88 = Never smoked regularly (DO NOT READ) 99 = Refused,,
2013,starts,,Recode of sstarts2x:  At what age did you start smoking?,1 - <13 years of age; 2 - 13-19; 3 - 20-29; 4 - 30-74; 75 - 75+; 88 - Never smoked regularly; 99a - Don't know/Not sure/Refused,
2013,QUANCHEWX,,OR30.1. How many containers of smokeless tobacco products do you use per week?,,
2013,CHEW30,,OR30.2. On how many of the past 30 days did you use smokeless tobacco products?,,
2013,SLSTOP,,OR30.3. Are you seriously considering stopping the use of smokeless tobacco within the next 6 months?,1 - Yes; 2 - No; 7a - Don't know/Not sure; 9a - Refused,
2013,SLSTOP30,,OR30.4. Are you planning to stop within the next 30 days?,1 - Yes; 2 - No; 7a - Don't know/Not sure; 9a - Refused,
2013,chew30a,,Recode of chew30 which asks if smokeless tobacco products were used in the past 30 days,0 - No days; 1 - 1-14 days; 2 - 15-29 days; 3 - 30+ days; 7a - Don't know/Not sure; 9a - Refused,
2013,CIGARLARGE,,"OR31.1. Have you smoked a full-sized cigar in the last month? Examples would be Dutch Master, White Owl, King Edward, or Muriel.",1 - Yes; 2 - No; 7 - Don't know/Not sure; 9 - Refused,
2013,CIGARSMALL,,"OR31.2. Have you smoked a smaller-sized cigar or a cigarillo in the last month?  Examples would be Swisher Sweets, Cheyenne, or Winchester.",1 - Yes; 2 - No; 7 - Don't know/Not sure; 9 - Refused,
2013,HOMETYPE,,OR32.1. Earlier you said that you rent your current home. What type of place are you currently renting? Is it...   (READ LIST),"1 - A single family home; 2 - An apartment, condominium, or townhouse in which you share one or more walls with other rental units; 7a - (DO NOT READ) Don't know/Not sure; 9a - (DO NOT READ) Refused",
2013,PROPRULE,,OR32.2. Has your landlord or property manager set any rules regarding tobacco smoking on the property where you are a tenant?,1 - Yes; 2 - No; 7a - (DO NOT READ) Don't know/Not sure; 9a - (DO NOT READ) Refused,
2013,SHSRENT,,OR32.3. How often have you experienced secondhand smoke drifting into your home or into common spaces from nearby apartments or from outside? (READ LIST),1 - Every day; 2 - A few times a week; 3 - A few times a month; 4 - Rarely; 5 - Never; 7a - (DO NOT READ) Don't know/Not sure; 9a - (DO NOT READ) Refused,
2013,LLRULE,,OR32.4. Do you agree or disagree with the following statement? It is okay for landlords to prohibit smoking in their tenants' homes if that is necessary to keep secondhand smoke out of other tenants' homes. Agree or disagree?  Strongly or somewhat? INTERVI,1 - Strongly agree; 2 - Somewhat agree; 3 - (DO NOT READ) Neither agree nor disagree; 4 - Somewhat disagree; 5 - Strongly disagree; 7a - (DO NOT READ) Don't know/Not sure; 9a - (DO NOT READ) Refused,
2013,TENPREF1,,"OR32.5. Do you agree or disagree with the following statement? I would be comfortable renting an apartment in a community where adjacent tenants are allowed to smoke. Agree or disagree?  Strongly or somewhat? INTERVIEWER NOTE: WHEN READING, CODES 4 & 5 ARE",1 - Strongly agree; 2 - Somewhat agree; 3 - (DO NOT READ) Neither agree nor disagree; 4 - Somewhat disagree; 5 - Strongly disagree; 7a - (DO NOT READ) Don't know/Not sure; 9a - (DO NOT READ) Refused,
2013,TENPREF2,,"OR32.6. Do you agree or disagree with the following statement? Other things being equal, I would choose a 'smoke-free' rental house or apartment over a place that allows smoking. Agree or disagree?  Strongly or somewhat? INTERVIEWER NOTE: WHEN READING, COD",1 - Strongly agree; 2 - Somewhat agree; 3 - (DO NOT READ) Neither agree nor disagree; 4 - Somewhat disagree; 5 - Strongly disagree; 7a - (DO NOT READ) Don't know/Not sure; 9a - (DO NOT READ) Refused,
2013,TENPREF3,,"OR32.7. Do you agree or disagree with the following statement? I would be willing to pay a little more rent if it meant I could live in a smoke-free community. Agree or disagree?  Strongly or somewhat? INTERVIEWER NOTE: WHEN READING, CODES 4 & 5 ARE SWITCH",1 - Strongly agree; 2 - Somewhat agree; 3 - (DO NOT READ) Neither agree nor disagree; 4 - Somewhat disagree; 5 - Strongly disagree; 7a - (DO NOT READ) Don't know/Not sure; 9a - (DO NOT READ) Refused,
2013,SMOKE1,,OR37.1. Have you smoked part or all of one cigarette in your entire life?,1 - Yes; 2 - No; 7 - Don't know/Not sure; 9 - Refused,
2013,SMOKE3MO,,OR37.2. Did you smoke any cigarettes in the past three months?,1 - Yes; 2 - No; 7a - Don't know/Not sure; 9a - Refused,
2013,SOCSMOKE,,"OR37.3. Do you smoke mainly when you are with other people, mainly when you are alone, or do you smoke as often with others as when you are alone?",1 - Smoke mainly with other people; 2 - Smoke mainly alone; 3 - Smoke as often with others as alone; 7a - Don't know/Not sure; 9a - Refused,
2013,SMFLAVOR2,,"OR37.4. In the last year, did you smoke any type of tobacco which had added flavors, such as berry, vanilla, chocolate, lime, candy, or other sweets?  Include cigarettes, cigars, pipe tobacco, hookah, roll your own, or any other form of smoked tobacco.  Do",1 - Yes; 2 - No; 7a - Don't know/Not sure; 9a - Refused,
2013,SSROOM,,"OR39.1. This question refers to how much time you spend in places where there is smoke, whether it is at home, at work or anywhere else.  In a typical week, how many hours are you in the same room where others are smoking? (DO NOT READ)  1 = 1 hour or less",,
2013,roomcat3,,Recode of ssroom: How many hours per week spent in a room where people are smoking,0 - No hours; 1 - 1 hour or less; 2 - 2-5 hours; 3 - 6-30 hours; 4 - 31+  hours; 7a - Don't know/Not sure; 9a - Refused,
2013,SSRULEX,,OR40.1. Which of the following statements best describes the rules about smoking inside your home: (PLEASE READ),1 - No one is allowed to smoke anywhere inside your home; 2 - Smoking is allowed in some places or at some times; 3 - Smoking is permitted anywhere inside your home; 4 - (DO NOT READ) There are no rules about smoking inside your home; 5 - ; 6 - ; 7 - (DO NOT READ) Don't know/Not sure; 8 - ; 9 - (DO NOT READ) Refused,
2013,SSCAR2X,,"OR40.2. What are the rules about smoking in your family's cars? Would you say... (INTERVIEWER NOTE: CAR INCLUDES ANY MOTOR VEHICLE, EXCEPT A MOTORCYCLE.) (PLEASE READ)",1 - Smoking is never allowed in any car; 2 - Smoking is allowed at some times or in some cars; 3 - Smoking is allowed in all cars; 4 - (DO NOT READ) There are no rules about smoking in your cars; 5 - ; 6 - ; 7 - (DO NOT READ) Don't know; 8 - (DO NOT READ) Family does not own a car; 9 - (DO NOT READ) Refused,
2013,SSDANGER,,"OR40.3. Now I would like to ask you some questions about secondhand smoke.  Secondhand smoke is smoke from someone else's cigarette, cigar, or pipe that you breathe.  Would you say that breathing secondhand smoke is... (PLEASE READ)",1 - Very harmful to one's health; 2 - Somewhat harmful to one's health; 3 - Not very harmful to one's health; 4 - Not harmful at all to one's health; 5 - ; 6 - ; 7 - (DO NOT READ) Don't know/Not sure; 8 - ; 9 - (DO NOT READ) Refused,
2013,SSPROT,,OR40.4. Do you agree or disagree with the following statement: People should be protected from secondhand smoke.  Agree or disagree?  Strongly or somewhat?,1 - Strongly agree; 2 - Somewhat agree; 3 - (DO NOT READ) Neither agree nor disagree; 4 - Somewhat disagree; 5 - Strongly disagree; 6 - ; 7 - (DO NOT READ) Don't know; 8 - ; 9 - (DO NOT READ) Refused,
2013,SSNOSMK,,"OR40.6. Is there an adult living in your household who does NOT smoke cigarettes, cigars, or pipes?",1 - Yes; 2 - No; 3 - ; 4 - ; 5 - ; 6 - ; 7 - (DO NOT READ) Don't know/Not sure; 8 - ; 9 - (DO NOT READ) Refused,
2013,SSOTHSM,,"OR40.7. Is there an adult living in your household who smokes cigarettes, cigars, or pipes?",1 - Yes; 2 - No; 3 - ; 4 - ; 5 - ; 6 - ; 7 - Don't know/Not sure; 8 - ; 9 - Refused,
2013,SSLNGEXP,,"OR41.1. In a typical week, about how many hours would you say you are exposed to secondhand smoke at work? (DO NOT READ)  1 = One hour or less (DO NOT READ) 76 = 76 hours or more (DO NOT READ) 77 = Don't know/Not Sure (DO NOT READ) 78 = Not working (DO NOT",,
2013,SSINOUT,,"OR41.2. Are you exposed to secondhand smoke at work while you are indoors, outdoors, or both?",1 - Indoors; 2 - Outdoors; 3 - Both indoors and outdoors; 7a - Don't know/Not Sure; 9a - Refused,
2013,SSORWORK,,OR41.3. Do you work in Oregon?,1 - Yes; 2 - No; 7a - Don't know/Not sure; 9a - Refused,
2013,SSSMKINO,,OR41.4. Why do you think people are smoking indoors at your workplace?,1 - Gave answer; 2 - ; 3 - ; 4 - ; 5 - ; 6 - ; 7 - ; 8 - ; 9 - ; 10 - ; 11 - ; 12 - ; 13 - ; 14 - ; 15 - ; 16 - ; 17 - ; 18 - ; 19 - ; 20 - ; 21 - ; 22 - ; 23 - ; 24 - ; 25 - ; 26 - ; 27 - ; 28 - ; 29 - ; 30 - ; 31 - ; 32 - ; 33 - ; 34 - ; 35 - ; 36 - ; 37 - ; 38 - ; 39 - ; 40 - ; 41 - ; 42 - ; 43 - ; 44 - ; 45 - ; 46 - ; 47 - ; 48 - ; 49 - ; 50 - ; 51 - ; 52 - ; 53 - ; 54 - ; 55 - ; 56 - ; 57 - ; 58 - ; 59 - ; 60 - ; 61 - ; 62 - ; 63 - ; 64 - ; 65 - ; 66 - ; 67 - ; 68 - ; 69 - ; 70 - ; 71 - ; 72 - ; 73 - ; 74 - ; 75 - ; 76 - ; 77a - Don't know/Not Sure; 78 - ; 79 - ; 80 - ; 81 - ; 82 - ; 83 - ; 84 - ; 85 - ; 86 - ; 87 - ; 88 - ; 89 - ; 90 - ; 91 - ; 92 - ; 93 - ; 94 - ; 95 - ; 96 - ; 97 - ; 98 - ; 99a - Refused,
2013,SSSMKINOO_1,,OR41.4. Why do you think people are smoking indoors at your workplace? (ENTER VERBATIM RESPONSE),,
2013,SSSMKINOO_2,,OR41.4. Why do you think people are smoking indoors at your workplace? (ENTER VERBATIM RESPONSE),,
2013,SSSMKINOO_3,,OR41.4. Why do you think people are smoking indoors at your workplace? (ENTER VERBATIM RESPONSE),,
2013,SSSMKINOO_4,,OR41.4. Why do you think people are smoking indoors at your workplace? (ENTER VERBATIM RESPONSE),,
2013,SSSMKINOO_5,,OR41.4. Why do you think people are smoking indoors at your workplace? (ENTER VERBATIM RESPONSE),,
2013,SSSMKINOO_6,,OR41.4. Why do you think people are smoking indoors at your workplace? (ENTER VERBATIM RESPONSE),,
2013,SSSMKINOO_7,,OR41.4. Why do you think people are smoking indoors at your workplace? (ENTER VERBATIM RESPONSE),,
2013,SSSMKINOO_8,,OR41.4. Why do you think people are smoking indoors at your workplace? (ENTER VERBATIM RESPONSE),,
2013,SSSMKINOO_9,,OR41.4. Why do you think people are smoking indoors at your workplace? (ENTER VERBATIM RESPONSE),,
2013,SSSMKINOO_10,,OR41.4. Why do you think people are smoking indoors at your workplace? (ENTER VERBATIM RESPONSE),,
2013,sslngex2,,Recode of sslngexp: How many hours per week exposed to secondhand smoke at work,0 - No hours; 1 - 1 hour or less; 2 - 2-5 hours; 3 - 6-30 hours; 4 - 31+  hours; 7a - Don't know/Not sure; 9a - Refused,
2013,SQTLINEX,,OR42.1. Have you ever heard about 1-800-QUITNOW?,1 - Yes; 2 - No; 7 - Don't know/Not sure; 9 - Refused,
2013,SSMINOR,,OR42.2. How important is it that communities keep stores from selling tobacco products to minors?  Would you say it is... (PLEASE READ LIST),1 - Very important; 2 - Somewhat important; 3 - Not very important; 4 - Not important at all; 7 - (DO NOT READ) Don't know/Not sure; 9 - (DO NOT READ) Refused,
2013,SSINDUS,,OR42.3. Which of the following statements best describes how you think the tobacco industry is being treated these days... (PLEASE READ LIST),"1 - People are too soft on the tobacco industry; 2 - People are treating the tobacco industry fairly, or; 3 - People are too hard on the tobacco industry; 7 - (DO NOT READ) Don't know/Not sure; 9 - (DO NOT READ) Refused",
2013,SSHONEST,,OR42.4. Do you think that the tobacco companies have been honest or dishonest with the public about the dangers of tobacco use?  Honest or Dishonest?  Very or somewhat?,1 - Very honest; 2 - Somewhat honest; 3 - (DO NOT READ) Neither honest nor dishonest; 4 - Somewhat dishonest; 5 - Very dishonest; 7 - (DO NOT READ) Don't know/Not sure; 9 - (DO NOT READ) Refused,
2013,SSENCOUR,,OR42.5. Do you agree or disagree with the following statement: Cigarette companies deliberately advertise and promote cigarettes to encourage youth under 18 to smoke?  Agree or disagree? Strongly or somewhat?,1 - Strongly agree; 2 - Somewhat agree; 3 - (DO NOT READ) Neither agree nor disagree; 4 - Somewhat disagree; 5 - Strongly disagree; 7 - (DO NOT READ) Don't know/Not sure; 9 - (DO NOT READ) Refused,
2013,COUPONGET,,"OR111.1. In the last 30 days, did you receive tobacco coupons or other discounts in the mail, over the Internet, or from any other source?",1 - Yes; 2 - No; 7a - Don't know/Not sure; 9a - Refused,
